time_s,P_drive_W,P_hvac_W,P_to_LFP_W,P_to_LTO_W,T_LFP_C,T_LTO_C,SoC_LFP,SoC_LTO
3300.0,211.49527799101352,1525.5615332065074,1129.0869272783887,607.9698839191324,35.19560381774457,35.06084854318502,0.5501589411775295,0.5247593064047235
3300.25,-1314.2023542599302,1525.5544337666956,137.37885167939754,73.97322782736791,35.19556357779479,35.06082774459326,0.5501589413271797,0.5247593068613483
3300.5,-1352.9152883323284,1525.5473362986766,112.21083117812631,60.42121678822186,35.195523524480144,35.060806993578616,0.5501589414494137,0.5247593072343187
3300.75,-2778.7595275510894,1525.5402408019027,0.0,-1253.2192867491867,35.19548348834327,35.06078625210118,0.5501589414494137,0.5247592994983972
3301.0,41.573027717373066,1525.5331472758264,1018.6190137455798,548.4871612476198,35.19544350308429,35.06076557301074,0.5501589425590204,0.5247593028841204
3301.25,-111.13034659870476,1525.5260557199003,919.3572109287771,495.0384981924184,35.195403299195135,35.06074480191982,0.5501589435604989,0.5247593059399136
3301.5,-671.6224429551772,1525.5189661335776,555.0327400659603,298.8637831124401,35.195363109833146,35.06072403825098,0.5501589441651097,0.5247593077847518
3301.75,-1754.8439728241844,1525.5118785163106,0.0,-229.33209430787383,35.195322980953236,35.06070329224477,0.5501589441651097,0.5247593063691216
3302.0,-1698.1411579021633,1525.5047928675529,0.0,-172.63636503461044,35.19528302852532,35.06068256063266,0.5501589441651097,0.524759305303465
3302.25,-1361.8649480341305,1525.4977091867574,106.3612947492075,57.27146640341942,35.195243084269485,35.060661843434495,0.5501589442809717,0.5247593056569926
3302.5,-1048.864656263321,1525.490627473378,309.8068812865371,166.81908992351995,35.19520310767361,35.0606411520498,0.5501589446184519,0.5247593066867401
3302.75,-1712.1735578799737,1525.483547726868,0.0,-186.69001015310573,35.19516307274826,35.06062044981405,0.5501589446184519,0.5247593055343326
3303.0,-1976.6153835511354,1525.476469946681,0.0,-451.1389136044545,35.19512315302883,35.0605997518969,0.5501589446184519,0.5247593027495244
3303.25,-1918.1646712214542,1525.4693941322712,0.0,-392.69527708918304,35.195083241474805,35.06057903897325,0.5501589446184519,0.5247593003254795
3303.5,-2647.560451523843,1525.4623202830921,0.0,-1122.0981312407507,35.1950433380845,35.0605583356932,0.5501589446184519,0.5247592933989478
3303.75,-2836.5734620251787,1525.4552483985985,0.0,-1311.1182136265802,35.195003442856255,35.06053770221153,0.5501589446184519,0.5247592853056254
3304.0,-1686.0894154177254,1525.4481784782445,0.0,-160.6412369394809,35.1949635557884,35.06051712563284,0.5501589446184519,0.5247592843140129
3304.25,-2596.611808034634,1525.4411105214845,0.0,-1071.1706975131497,35.194923676879256,35.06049646663345,0.5501589446184519,0.524759277701848
3304.5,-2014.3396080334408,1525.434044527773,0.0,-488.9055635056677,35.194883806127166,35.06047584341829,0.5501589446184519,0.5247592746839125
3304.75,-1533.9524173915804,1525.426980496565,0.0,-8.525436895015446,35.19484394353046,35.06045517199328,0.5501589446184519,0.5247592746312864
3305.0,-3124.8545842254207,1525.4199184273155,0.0,-1599.4346657981052,35.19480408908746,35.060434560532514,0.5501589446184519,0.5247592647582329
3305.25,-2112.785623209893,1525.4128583194793,0.0,-587.3727648904137,35.19476424279651,35.06041412220789,0.5501589446184519,0.5247592611324751
3305.5,-2195.8128962658166,1525.405800172512,0.0,-670.4070960933045,35.194724404655936,35.060393472103925,0.5501589446184519,0.5247592569941597
3305.75,-2708.4964389603065,1525.3987439858686,0.0,-1183.097694974438,35.19468457466407,35.06037283214583,0.5501589446184519,0.5247592496910876
3306.0,-896.7600813312788,1525.391689759005,408.610545478022,220.02106294970415,35.19464475281926,35.0603522772071,0.5501589450635614,0.5247592510492423
